"","Gene 1","Gene 2","T-value"
"275","ENSG00000164330","ENSG00000116191","81.4128468323656"
"276","ENSG00000164330","ENSG00000165209","22.2574945499051"
"277","ENSG00000165209","ENSG00000156738","28.9358521355228"
"278","ENSG00000165209","ENSG00000164330","22.2574945499051"
"279","ENSG00000165209","ENSG00000005471","1.6184831313467"
"280","ENSG00000166002","ENSG00000184060","7.46558091783971"
"281","ENSG00000166091","ENSG00000161911","23.5214411045302"
"282","ENSG00000166091","ENSG00000149564","19.8179166523589"
"283","ENSG00000166091","ENSG00000154146","14.9637490136964"
"284","ENSG00000166091","ENSG00000005961","11.7238252027359"
"285","ENSG00000166091","ENSG00000198478","6.64551461023076"
"286","ENSG00000166947","ENSG00000143416","7.09595783828597"
"287","ENSG00000167106","ENSG00000126353","4.34429368437566"
"288","ENSG00000167671","ENSG00000143774","21.9579843327987"
"289","ENSG00000167671","ENSG00000082146","10.087957892885"
"290","ENSG00000167671","ENSG00000063854","8.35173178036811"
"291","ENSG00000167671","ENSG00000013306","2.91087585872157"
"292","ENSG00000167703","ENSG00000198053","7.39315000019487"
"293","ENSG00000169679","ENSG00000126787","1.63368070025971"
"294","ENSG00000169704","ENSG00000161911","53.3817810493825"
"295","ENSG00000169704","ENSG00000154146","17.1483466591253"
"296","ENSG00000169704","ENSG00000111644","3.59030501228437"
"297","ENSG00000171049","ENSG00000103569","21.8652095364059"
"298","ENSG00000171223","ENSG00000087074","17.8351198431775"
"299","ENSG00000171223","ENSG00000144655","10.5237613117922"
"300","ENSG00000171611","ENSG00000111644","6.41065396990922"
"301","ENSG00000173210","ENSG00000144677","23.6990475250177"
"302","ENSG00000173210","ENSG00000005961","19.2724780745144"
"303","ENSG00000177324","ENSG00000198478","9.04313137287655"
"304","ENSG00000177409","ENSG00000111335","23.8822482525317"
"305","ENSG00000177409","ENSG00000132530","10.989394133366"
"306","ENSG00000177409","ENSG00000205413","7.03102450308928"
"307","ENSG00000177455","ENSG00000083454","32.4112384385272"
"308","ENSG00000177455","ENSG00000137101","24.0195497731501"
"309","ENSG00000177455","ENSG00000269404","18.191191184166"
"310","ENSG00000177455","ENSG00000136573","11.7592881614919"
"311","ENSG00000179144","ENSG00000133561","42.0744837808554"
"312","ENSG00000179144","ENSG00000213203","21.1757413456646"
"313","ENSG00000179921","ENSG00000184060","12.2378233551965"
"314","ENSG00000180354","ENSG00000144677","31.7557065399097"
"315","ENSG00000180354","ENSG00000198478","9.85715425966457"
"316","ENSG00000180739","ENSG00000137441","12.9736949160535"
"317","ENSG00000182173","ENSG00000073350","15.5992859613478"
"318","ENSG00000183486","ENSG00000157601","128.466932656064"
"319","ENSG00000183878","ENSG00000114374","374.158476209711"
"320","ENSG00000183878","ENSG00000129824","240.525625882006"
"321","ENSG00000183878","ENSG00000067048","194.934744340253"
"322","ENSG00000183878","ENSG00000067646","184.769320508012"
"323","ENSG00000183878","ENSG00000198692","73.3108423110619"
"324","ENSG00000184060","ENSG00000179921","12.2378233551965"
"325","ENSG00000184060","ENSG00000166002","7.46558091783971"
"326","ENSG00000185745","ENSG00000135114","52.598183397029"
"327","ENSG00000185745","ENSG00000119922","30.4321590140733"
"328","ENSG00000185745","ENSG00000137959","15.8909107898578"
"329","ENSG00000185745","ENSG00000137628","9.55659192317329"
"330","ENSG00000185745","ENSG00000138496","3.26965225428701"
"331","ENSG00000186265","ENSG00000035720","22.040179614082"
"332","ENSG00000186854","ENSG00000126353","24.5937132997752"
"333","ENSG00000187608","ENSG00000126709","23.0315214097553"
"334","ENSG00000187608","ENSG00000137959","9.0179857579293"
"335","ENSG00000187608","ENSG00000137965","6.33067347668943"
"336","ENSG00000187608","ENSG00000135114","4.01826893119674"
"337","ENSG00000187608","ENSG00000138646","2.83163608430132"
"338","ENSG00000187840","ENSG00000198951","42.109375623229"
"339","ENSG00000196116","ENSG00000115267","13.237183531577"
"340","ENSG00000196116","ENSG00000138496","5.88042111151044"
"341","ENSG00000198053","ENSG00000167703","7.39315000019487"
"342","ENSG00000198053","ENSG00000133961","5.30290080824856"
"343","ENSG00000198053","ENSG00000137462","1.45681033305017"
"344","ENSG00000198478","ENSG00000180354","9.85715425966457"
"345","ENSG00000198478","ENSG00000177324","9.04313137287655"
"346","ENSG00000198478","ENSG00000166091","6.64551461023076"
"347","ENSG00000198478","ENSG00000144677","5.86645813399694"
"348","ENSG00000198478","ENSG00000095303","4.30903012165078"
"349","ENSG00000198692","ENSG00000067646","244.427870938051"
"350","ENSG00000198692","ENSG00000067048","125.261273294311"
"351","ENSG00000198692","ENSG00000114374","82.7481054283673"
"352","ENSG00000198692","ENSG00000183878","73.3108423110619"
"353","ENSG00000198692","ENSG00000012817","12.2497238059196"
"354","ENSG00000198876","ENSG00000082146","34.7843015471962"
"355","ENSG00000198951","ENSG00000273749","55.1566245769679"
"356","ENSG00000198951","ENSG00000187840","42.109375623229"
"357","ENSG00000198951","ENSG00000123384","23.7422503414931"
"358","ENSG00000198951","ENSG00000014914","21.3354890266098"
"359","ENSG00000204577","ENSG00000235568","7.03466745211445"
"360","ENSG00000205413","ENSG00000177409","7.03102450308928"
"361","ENSG00000213203","ENSG00000179144","21.1757413456646"
"362","ENSG00000235568","ENSG00000204577","7.03466745211445"
"363","ENSG00000259207","ENSG00000161911","63.8641246700336"
"364","ENSG00000259207","ENSG00000166091","5.35105270627992"
"365","ENSG00000269404","ENSG00000137101","29.6378900702384"
"366","ENSG00000269404","ENSG00000177455","18.191191184166"
"367","ENSG00000269404","ENSG00000128218","1.81486584071684"
"368","ENSG00000273749","ENSG00000198951","55.1566245769679"
